,Artist,word,frequency
4122,Kendrick Lamar,downin,1
4123,Kendrick Lamar,ussé,1
4124,Kendrick Lamar,bae,1
4125,Kendrick Lamar,koolaid,1
4126,Kendrick Lamar,analyst,1
4127,Kendrick Lamar,buy,1
4128,Kendrick Lamar,paystub,1
4129,Kendrick Lamar,pussy,1
4130,Kendrick Lamar,blood,1
4131,Kendrick Lamar,petty,1
4132,Kendrick Lamar,extra,1
4133,Kendrick Lamar,kill,1
4134,Kendrick Lamar,death,1
4135,Kendrick Lamar,and—,1
4136,Kendrick Lamar,hellraising,1
4137,Kendrick Lamar,wheelchasing,1
4138,Kendrick Lamar,worldly,1
4139,Kendrick Lamar,possession,1
4140,Kendrick Lamar,fleshmaking,1
4141,Kendrick Lamar,spiritbreaking,1
4142,Kendrick Lamar,lessen,1
4143,Kendrick Lamar,part,1
4144,Kendrick Lamar,human,1
4145,Kendrick Lamar,heart,1
4146,Kendrick Lamar,dissect,1
4147,Kendrick Lamar,fell,1
4148,Kendrick Lamar,cut,1
4149,Kendrick Lamar,knee,1
4150,Kendrick Lamar,close,1
4151,Kendrick Lamar,judge,1
4152,Kendrick Lamar,passionate,1
4153,Kendrick Lamar,wonder,1
4154,Kendrick Lamar,call,1
4155,Lil Baby,get,63
4156,Lil Baby,like,36
4157,Lil Baby,nigga,29
4158,Lil Baby,go,24
4159,Lil Baby,know,23
4160,Lil Baby,shit,19
4161,Lil Baby,bout,18
4162,Lil Baby,make,15
4163,Lil Baby,fuck,14
4164,Lil Baby,new,11
4165,Lil Baby,big,10
4166,Lil Baby,brick,10
4167,Lil Baby,coupe,10
4168,Lil Baby,brain,10
4169,Lil Baby,thing,10
4170,Lil Baby,feel,10
4171,Lil Baby,tell,9
4172,Lil Baby,whip,8
4173,Lil Baby,come,8
4174,Lil Baby,bitch,7
4175,Lil Baby,wrist,7
4176,Lil Baby,soon,7
4177,Lil Baby,let,7
4178,Lil Baby,want,6
4179,Lil Baby,dawg,6
4180,Lil Baby,man,6
4181,Lil Baby,put,6
4182,Lil Baby,take,6
4183,Lil Baby,rack,5
4184,Lil Baby,never,5
4185,Lil Baby,way,5
4186,Lil Baby,check,5
4187,Lil Baby,forecast,5
4188,Lil Baby,day,5
4189,Lil Baby,rain,5
4190,Lil Baby,pure,5
4191,Lil Baby,cocaine,5
4192,Lil Baby,street,5
4193,Lil Baby,little,5
4194,Lil Baby,sense,5
4195,Lil Baby,worry,5
4196,Lil Baby,talkin,5
4197,Lil Baby,say,4
4198,Lil Baby,fall,4
4199,Lil Baby,freeze,4
4200,Lil Baby,draco,4
4201,Lil Baby,real,4
4202,Lil Baby,love,4
4203,Lil Baby,gettin,4
4204,Lil Baby,buy,4
4205,Lil Baby,see,4
4206,Lil Baby,crazy,4
4207,Lil Baby,brand,4
4208,Lil Baby,even,4
4209,Lil Baby,baby,4
4210,Lil Baby,suppose,4
4211,Lil Baby,do,4
4212,Lil Baby,switch,4
4213,Lil Baby,work,4
4214,Lil Baby,davinci,3
4215,Lil Baby,shoutout,3
4216,Lil Baby,40,3
4217,Lil Baby,stuff,3
4218,Lil Baby,wheezy,3
4219,Lil Baby,goin,3
4220,Lil Baby,money,3
4221,Lil Baby,key,3
4222,Lil Baby,tailor,3
4223,Lil Baby,clothe,3
4224,Lil Baby,starch,3
4225,Lil Baby,please,3
4226,Lil Baby,nut,3
4227,Lil Baby,leave,3
4228,Lil Baby,m,3
4229,Lil Baby,bank,3
4230,Lil Baby,yes,3
4231,Lil Baby,indeed,3
4232,Lil Baby,schedule,3
4233,Lil Baby,think,3
4234,Lil Baby,stop,3
4235,Lil Baby,turn,3
4236,Lil Baby,breeze,3
4237,Lil Baby,try,3
4238,Lil Baby,bah,3
4239,Lil Baby,city,2
4240,Lil Baby,plug,2
4241,Lil Baby,truck,2
4242,Lil Baby,none,2
4243,Lil Baby,pussy,2
4244,Lil Baby,ball,2
4245,Lil Baby,approach,2
4246,Lil Baby,guess,2
4247,Lil Baby,cousin,2
4248,Lil Baby,book,2
4249,Lil Baby,yellow,2
4250,Lil Baby,favor,2
4251,Lil Baby,livin,2
4252,Lil Baby,hate,2
4253,Lil Baby,shoe,2
4254,Lil Baby,catch,2
4255,Lil Baby,song,2
4256,Lil Baby,give,2
4257,Lil Baby,damn,2
4258,Lil Baby,dollar,2
4259,Lil Baby,tag,2
4260,Lil Baby,opposite,2
4261,Lil Baby,shoot,2
4262,Lil Baby,care,2
4263,Lil Baby,show,2
4264,Lil Baby,route,2
4265,Lil Baby,knowin,2
4266,Lil Baby,flaw,2
4267,Lil Baby,need,2
4268,Lil Baby,game,2
4269,Lil Baby,california,2
4270,Lil Baby,eat,2
4271,Lil Baby,party,2
4272,Lil Baby,end,2
4273,Lil Baby,house,2
4274,Lil Baby,shawty,2
4275,Lil Baby,mouth,2
4276,Lil Baby,pull,2
4277,Lil Baby,rari,2
4278,Lil Baby,together,2
4279,Lil Baby,year,2
4280,Lil Baby,bookin,2
4281,Lil Baby,rich,2
4282,Lil Baby,enough,2
4283,Lil Baby,drop,2
4284,Lil Baby,heart,2
4285,Lil Baby,change,2
4286,Lil Baby,lock,2
4287,Lil Baby,workin,2
4288,Lil Baby,watch,2
4289,Lil Baby,super,2
4290,Lil Baby,business,2
4291,Lil Baby,post,2
4292,Lil Baby,hitter,2
4293,Lil Baby,finish,2
4294,Lil Baby,sturdy,2
4295,Lil Baby,hurt,2
4296,Lil Baby,ouch,2
4297,Lil Baby,shooter,2
4298,Lil Baby,window,2
4299,Lil Baby,bag,2
4300,Lil Baby,pushin,2
4301,Lil Baby,pound,2
4302,Lil Baby,clip,2
4303,Lil Baby,runnin,2
4304,Lil Baby,back,2
4305,Lil Baby,look,2
4306,Lil Baby,oakland,1
4307,Lil Baby,4pf,1
4308,Lil Baby,label,1
4309,Lil Baby,tb,1
4310,Lil Baby,trey,1
4311,Lil Baby,pour,1
4312,Lil Baby,face,1
4313,Lil Baby,safe,1
4314,Lil Baby,showin,1
4315,Lil Baby,pullin,1
4316,Lil Baby,bentley,1
4317,Lil Baby,dash,1
4318,Lil Baby,digi,1
4319,Lil Baby,busy,1
4320,Lil Baby,head,1
4321,Lil Baby,hoodie,1
4322,Lil Baby,shorty,1
4323,Lil Baby,goodie,1
4324,Lil Baby,boogie,1
4325,Lil Baby,kick,1
4326,Lil Baby,rock,1
4327,Lil Baby,stand,1
4328,Lil Baby,close,1
4329,Lil Baby,diamond,1
4330,Lil Baby,kickbox,1
4331,Lil Baby,red,1
4332,Lil Baby,mean,1
4333,Lil Baby,call,1
4334,Lil Baby,wham,1
4335,Lil Baby,wap,1
4336,Lil Baby,use,1
4337,Lil Baby,saliva,1
4338,Arctic Monkeys,mine,21
4339,Arctic Monkeys,go,16
4340,Arctic Monkeys,like,13
4341,Arctic Monkeys,back,12
4342,Arctic Monkeys,get,10
4343,Arctic Monkeys,know,10
4344,Arctic Monkeys,think,9
4345,Arctic Monkeys,night,8
4346,Arctic Monkeys,fall,8
4347,Arctic Monkeys,say,8
4348,Arctic Monkeys,crawlin,6
4349,Arctic Monkeys,deep,5
4350,Arctic Monkeys,dream,5
4351,Arctic Monkeys,hand,5
4352,Arctic Monkeys,memory,5
4353,Arctic Monkeys,make,4
4354,Arctic Monkeys,sad,4
4355,Arctic Monkeys,see,4
4356,Arctic Monkeys,busy,4
4357,Arctic Monkeys,bein,4
4358,Arctic Monkeys,always,4
4359,Arctic Monkeys,wait,4
4360,Arctic Monkeys,last,4
4361,Arctic Monkeys,take,4
4362,Arctic Monkeys,hear,4
4363,Arctic Monkeys,come,4
4364,Arctic Monkeys,use,4
4365,Arctic Monkeys,best,4
4366,Arctic Monkeys,daft,4
4367,Arctic Monkeys,never,3
4368,Arctic Monkeys,let,3
4369,Arctic Monkeys,hold,3
4370,Arctic Monkeys,secret,3
4371,Arctic Monkeys,feelin,3
4372,Arctic Monkeys,flow,3
4373,Arctic Monkeys,way,3
4374,Arctic Monkeys,sorta,3
4375,Arctic Monkeys,hopin,3
4376,Arctic Monkeys,stay,3
4377,Arctic Monkeys,baby,3
4378,Arctic Monkeys,sayin,3
4379,Arctic Monkeys,thing,3
4380,Arctic Monkeys,day,3
4381,Arctic Monkeys,callin,3
4382,Arctic Monkeys,flight,3
4383,Arctic Monkeys,drive,3
4384,Arctic Monkeys,imagination,3
4385,Arctic Monkeys,lie,3
4386,Arctic Monkeys,side,3
4387,Arctic Monkeys,thigh,3
4388,Arctic Monkeys,silver,3
4389,Arctic Monkeys,line,3
4390,Arctic Monkeys,space,3
4391,Arctic Monkeys,crazy,3
4392,Arctic Monkeys,satisfaction,3
4393,Arctic Monkeys,feel,3
4394,Arctic Monkeys,distant,3
4395,Arctic Monkeys,help,3
4396,Arctic Monkeys,well,3
4397,Arctic Monkeys,tonight,3
4398,Arctic Monkeys,remember,3
4399,Arctic Monkeys,boy,3
4400,Arctic Monkeys,leave,3
4401,Arctic Monkeys,laugh,3
4402,Arctic Monkeys,lane,3
4403,Arctic Monkeys,sound,3
4404,Arctic Monkeys,vacuum,2
4405,Arctic Monkeys,clean,2
4406,Arctic Monkeys,breathin,2
4407,Arctic Monkeys,dust,2
4408,Arctic Monkeys,ford,2
4409,Arctic Monkeys,cortina,2
4410,Arctic Monkeys,rust,2
4411,Arctic Monkeys,coffee,2
4412,Arctic Monkeys,heart,2
4413,Arctic Monkeys,hard,2
4414,Arctic Monkeys,hide,2
4415,Arctic Monkeys,new,2
4416,Arctic Monkeys,want,2
4417,Arctic Monkeys,keep,2
4418,Arctic Monkeys,find,2
4419,Arctic Monkeys,seem,2
4420,Arctic Monkeys,lone,2
4421,Arctic Monkeys,ranger,2
4422,Arctic Monkeys,rid,2
4423,Arctic Monkeys,open,2
4424,Arctic Monkeys,mind,2
4425,Arctic Monkeys,right,2
4426,Arctic Monkeys,beside,2
4427,Arctic Monkeys,fishnet,2
4428,Arctic Monkeys,dress,2
4429,Arctic Monkeys,discard,2
4430,Arctic Monkeys,naughty,2
4431,Arctic Monkeys,niceness,2
4432,Arctic Monkeys,land,2
4433,Arctic Monkeys,common,2
4434,Arctic Monkeys,crisis,2
4435,Arctic Monkeys,everythings,2
4436,Arctic Monkeys,order,2
4437,Arctic Monkeys,black,2
4438,Arctic Monkeys,hole,2
4439,Arctic Monkeys,pretty,2
4440,Arctic Monkeys,past,2
4441,Arctic Monkeys,bloody,2
4442,Arctic Monkeys,mary,2
4443,Arctic Monkeys,lack,2
4444,Arctic Monkeys,tabasco,2
4445,Arctic Monkeys,rascal,2
4446,Arctic Monkeys,slag,2
4447,Arctic Monkeys,werent,2
4448,Arctic Monkeys,love,2
4449,Arctic Monkeys,hot,1
4450,Arctic Monkeys,pot,1
4451,Arctic Monkeys,call,1
4452,Arctic Monkeys,shoot,1
4453,Arctic Monkeys,babe,1
4454,Arctic Monkeys,leccy,1
4455,Arctic Monkeys,meter,1
4456,Arctic Monkeys,ill,1
4457,Arctic Monkeys,run,1
4458,Arctic Monkeys,portable,1
4459,Arctic Monkeys,heater,1
4460,Arctic Monkeys,cold,1
4461,Arctic Monkeys,set,1
4462,Arctic Monkeys,lotion,1
4463,Arctic Monkeys,hair,1
4464,Arctic Monkeys,devotion,1
4465,Arctic Monkeys,least,1
4466,Arctic Monkeys,pacific,1
4467,Arctic Monkeys,ocean,1
4468,Arctic Monkeys,colour,1
4469,Arctic Monkeys,cheek,1
4470,Arctic Monkeys,fear,1
4471,Arctic Monkeys,shift,1
4472,Arctic Monkeys,tide,1
4473,Arctic Monkeys,stick,1
4474,Arctic Monkeys,summat,1
4475,Arctic Monkeys,teeth,1
4476,Arctic Monkeys,ace,1
4477,Arctic Monkeys,sleeve,1
4478,Arctic Monkeys,idea,1
4479,Arctic Monkeys,nearly,1
4480,Arctic Monkeys,week,1
4481,Arctic Monkeys,there,1
4482,Arctic Monkeys,tune,1
4483,Arctic Monkeys,play,1
4484,Arctic Monkeys,stop,1
4485,Arctic Monkeys,sec,1
4486,Arctic Monkeys,look,1
4487,Arctic Monkeys,darling,1
4488,Arctic Monkeys,expect,1
4489,Arctic Monkeys,adore,1
4490,Arctic Monkeys,neck,1
4491,Arctic Monkeys,time,1
4492,Arctic Monkeys,check,1
4493,Arctic Monkeys,shy,1
4494,Arctic Monkeys,spark,1
4495,Arctic Monkeys,knife,1
4496,Arctic Monkeys,twist,1
4497,Arctic Monkeys,short,1
4498,Arctic Monkeys,mark,1
4499,Arctic Monkeys,frighten,1
4500,Arctic Monkeys,bite,1
4501,Arctic Monkeys,harsh,1
4502,Arctic Monkeys,bark,1
4503,Arctic Monkeys,adventure,1
4504,Arctic Monkeys,perfect,1
4505,Arctic Monkeys,place,1
4506,Arctic Monkeys,start,1
4507,Arctic Monkeys,crumble,1
4508,Arctic Monkeys,completely,1
4509,Arctic Monkeys,cry,1
4510,Arctic Monkeys,greet,1
4511,Arctic Monkeys,goodbye,1
4512,Arctic Monkeys,spoil,1
4513,Arctic Monkeys,surprise,1
4514,Arctic Monkeys,eye,1
4515,Arctic Monkeys,soon,1
4516,Arctic Monkeys,smileyou,1
4517,Arctic Monkeys,puppet,1
4518,Arctic Monkeys,string,1
4519,Arctic Monkeys,tracy,1
4520,Arctic Monkeys,island,1
4521,Arctic Monkeys,timetraveling,1
4522,Arctic Monkeys,diamond,1
4523,Arctic Monkeys,cuttershaped,1
4524,Arctic Monkeys,heartache,1
4525,Arctic Monkeys,four,1
4526,Arctic Monkeys,velvet,1
4527,Arctic Monkeys,morning,1
4528,Arctic Monkeys,year,1
4529,Arctic Monkeys,late,1
4530,Arctic Monkeys,guess,1
4531,Arctic Monkeys,try,1
4532,Arctic Monkeys,need,1
4533,Arctic Monkeys,end,1
4534,Arctic Monkeys,imagine,1
4535,Arctic Monkeys,meet,1
4536,Arctic Monkeys,wish,1
4537,Arctic Monkeys,away,1
4538,Arctic Monkeys,entire,1
4539,Arctic Monkeys,lifetime,1
4540,Arctic Monkeys,flick,1
4541,Arctic Monkeys,little,1
4542,Arctic Monkeys,book,1
4543,Arctic Monkeys,sex,1
4544,Arctic Monkeys,tip,1
4545,Arctic Monkeys,electric,1
4546,Arctic Monkeys,tell,1
4547,Post Malone,like,29
4548,Post Malone,get,20
4549,Post Malone,know,12
4550,Post Malone,go,8
4551,Post Malone,bottle,8
4552,Post Malone,fall,8
4553,Post Malone,keep,8
4554,Post Malone,girl,7
4555,Post Malone,need,6
4556,Post Malone,sayin,6
4557,Post Malone,core,6
4558,Post Malone,friend,5
4559,Post Malone,benz,5
4560,Post Malone,hit,5
4561,Post Malone,want,5
4562,Post Malone,say,5
4563,Post Malone,shoppin,4
4564,Post Malone,let,4
4565,Post Malone,pull,4
4566,Post Malone,band,4
4567,Post Malone,pocket,4
4568,Post Malone,lonely,4
4569,Post Malone,moment,4
4570,Post Malone,show,4
4571,Post Malone,think,4
4572,Post Malone,catch,4
4573,Post Malone,ill,3
4574,Post Malone,land,3
4575,Post Malone,fit,3
4576,Post Malone,plan,3
4577,Post Malone,france,3
4578,Post Malone,wake,3
4579,Post Malone,japan,3
4580,Post Malone,heart,3
4581,Post Malone,little,3
4582,Post Malone,shit,3
4583,Post Malone,see,3
4584,Post Malone,deep,3
4585,Post Malone,tell,3
4586,Post Malone,scar,3
4587,Post Malone,goin,3
4588,Post Malone,surprise,3
4589,Post Malone,guard,3
4590,Post Malone,damn,3
4591,Post Malone,jewelry,3
4592,Post Malone,buy,3
4593,Post Malone,shorty,3
4594,Post Malone,hammy,2
4595,Post Malone,back,2
4596,Post Malone,bed,2
4597,Post Malone,cop,2
4598,Post Malone,nigga,2
4599,Post Malone,long,2
4600,Post Malone,never,2
4601,Post Malone,big,2
4602,Post Malone,boy,2
4603,Post Malone,lot,2
4604,Post Malone,forgivin,2
4605,Post Malone,winnin,2
4606,Post Malone,grinnin,2
4607,Post Malone,roll,2
4608,Post Malone,army,2
4609,Post Malone,grandmama,2
4610,Post Malone,care,2
4611,Post Malone,always,2
4612,Post Malone,kid,2
4613,Post Malone,yup,2
4614,Post Malone,leave,2
4615,Post Malone,feelin,2
4616,Post Malone,hard,2
4617,Post Malone,devil,2
4618,Post Malone,form,2
4619,Post Malone,whore,2
4620,Post Malone,ice,2
4621,Post Malone,drink,2
4622,Post Malone,flowin,2
4623,Post Malone,try,2
4624,Post Malone,brush,2
4625,Post Malone,help,2
4626,Post Malone,showin,2
4627,Post Malone,whippin,2
4628,Post Malone,foreign,2
4629,Post Malone,tear,2
4630,Post Malone,fancy,1
4631,Post Malone,candy,1
4632,Post Malone,boyfriendll,1
4633,Post Malone,understand,1
4634,Post Malone,bout,1
4635,Post Malone,take,1
4636,Post Malone,dip,1
4637,Post Malone,lady,1
4638,Post Malone,pch,1
4639,Post Malone,180,1
4640,Post Malone,thinkin,1
4641,Post Malone,lately,1
4642,Post Malone,save,1
4643,Post Malone,famous,1
4644,Post Malone,hoe,1
4645,Post Malone,good,1
4646,Post Malone,grind,1
4647,Post Malone,please,1
4648,Post Malone,true,1
4649,Post Malone,fuck,1
4650,Post Malone,share,1
4651,Post Malone,tire,1
4652,Post Malone,money,1
4653,Post Malone,20,1
4654,Post Malone,inch,1
4655,Post Malone,blade,1
4656,Post Malone,troy,1
4657,Post Malone,flockin,1
4658,Post Malone,decoy,1
4659,Post Malone,shawty,1
4660,Post Malone,mix,1
4661,Post Malone,vodka,1
4662,Post Malone,lacroix,1
4663,Post Malone,housewife,1
4664,Post Malone,pullin,1
4665,Post Malone,toy,1
4666,Post Malone,720s,1
4667,Post Malone,bumpin,1
4668,Post Malone,talkin,1
4669,Post Malone,begin,1
4670,Post Malone,enough,1
4671,Post Malone,break,1
4672,Post Malone,fool,1
4673,Post Malone,fault,1
4674,Post Malone,cut,1
4675,Post Malone,there,1
4676,Post Malone,brain,1
4677,Post Malone,takin,1
4678,Post Malone,shoot,1
4679,Post Malone,novocaine,1
4680,Post Malone,liquor,1
4681,Post Malone,pour,1
4682,Dua Lipa,get,31
4683,Dua Lipa,baby,19
4684,Dua Lipa,give,19
4685,Dua Lipa,tonight,17
4686,Dua Lipa,like,16
4687,Dua Lipa,hold,16
4688,Dua Lipa,need,15
4689,Dua Lipa,ride,14
4690,Dua Lipa,sweet,14
4691,Dua Lipa,come,13
4692,Dua Lipa,levitate,12
4693,Dua Lipa,want,12
4694,Dua Lipa,scar,11
4695,Dua Lipa,lonely,11
4696,Dua Lipa,moonlight,10
4697,Dua Lipa,dance,10
4698,Dua Lipa,take,10
4699,Dua Lipa,let,10
4700,Dua Lipa,life,10
4701,Dua Lipa,away,9
4702,Dua Lipa,starlight,8
4703,Dua Lipa,night,8
4704,Dua Lipa,fly,8
4705,Dua Lipa,feel,8
4706,Dua Lipa,bite,8
4707,Dua Lipa,boy,8
4708,Dua Lipa,love,7
4709,Dua Lipa,know,7
4710,Dua Lipa,fuck,7
4711,Dua Lipa,go,7
4712,Dua Lipa,ill,7
4713,Dua Lipa,time,6
4714,Dua Lipa,tell,6
4715,Dua Lipa,way,5
4716,Dua Lipa,stop,5
4717,Dua Lipa,cut,5
4718,Dua Lipa,say,5
4719,Dua Lipa,reason,5
4720,Dua Lipa,body,5
4721,Dua Lipa,back,5
4722,Dua Lipa,glitter,4
4723,Dua Lipa,as,4
4724,Dua Lipa,even,4
4725,Dua Lipa,well,4
4726,Dua Lipa,think,4
4727,Dua Lipa,late,4
4728,Dua Lipa,see,4
4729,Dua Lipa,knee,4
4730,Dua Lipa,wonder,4
4731,Dua Lipa,keep,4
4732,Dua Lipa,lose,4
4733,Dua Lipa,sugarboo,3
4734,Dua Lipa,milky,3
4735,Dua Lipa,renegade,3
4736,Dua Lipa,do,3
4737,Dua Lipa,try,3
4738,Dua Lipa,sorry,3
4739,Dua Lipa,save,3
4740,Dua Lipa,shut,3
4741,Dua Lipa,care,3
4742,Dua Lipa,girl,3
4743,Dua Lipa,wrong,3
4744,Dua Lipa,good,3
4745,Dua Lipa,mind,3
4746,Dua Lipa,u,3
4747,Dua Lipa,real,3
4748,Dua Lipa,never,3
4749,Dua Lipa,fast,3
4750,Dua Lipa,drive,3
4751,Dua Lipa,lay,3
4752,Dua Lipa,flavour,3
4753,Dua Lipa,last,3
4754,Dua Lipa,home,3
4755,Dua Lipa,dose,3
4756,Dua Lipa,shit,3
4757,Dua Lipa,old,3
4758,Dua Lipa,put,3
4759,Dua Lipa,sky,2
4760,Dua Lipa,eye,2
4761,Dua Lipa,shin,2
4762,Dua Lipa,rocket,2
4763,Dua Lipa,watch,2
4764,Dua Lipa,blast,2
4765,Dua Lipa,electric,2
4766,Dua Lipa,cry,2
4767,Dua Lipa,enough,2
4768,Dua Lipa,movin,2
4769,Dua Lipa,goodbye,2
4770,Dua Lipa,make,2
4771,Dua Lipa,beggin,2
4772,Dua Lipa,tch,2
4773,Dua Lipa,talk,2
4774,Dua Lipa,fight,2
4775,Dua Lipa,slam,2
4776,Dua Lipa,door,2
4777,Dua Lipa,magnify,2
4778,Dua Lipa,flaw,2
4779,Dua Lipa,heaven,2
4780,Dua Lipa,pussy,2
4781,Dua Lipa,hot,2
4782,Dua Lipa,lookin,2
4783,Dua Lipa,nice,2
4784,Dua Lipa,dick,2
4785,Dua Lipa,freaky,2
4786,Dua Lipa,stuff,2
4787,Dua Lipa,bitch,2
4788,Dua Lipa,crip,2
4789,Dua Lipa,thing,2
4790,Dua Lipa,train,2
4791,Dua Lipa,run,1
4792,Dua Lipa,galaxy,1
4793,Dua Lipa,premonition,1
4794,Dua Lipa,fell,1
4795,Dua Lipa,rhythm,1
4796,Dua Lipa,music,1
4797,Dua Lipa,little,1
4798,Dua Lipa,company,1
4799,Dua Lipa,meet,1
4800,Dua Lipa,perfect,1
4801,Dua Lipa,believe,1
4802,Dua Lipa,energy,1
4803,Dua Lipa,call,1
4804,Dua Lipa,friendly,1
4805,Dua Lipa,tellin,1
4806,Dua Lipa,miss,1
4807,Dua Lipa,funny,1
4808,Dua Lipa,guess,1
4809,Dua Lipa,hear,1
4810,Dua Lipa,song,1
4811,Dua Lipa,busy,1
4812,Dua Lipa,business,1
4813,Dua Lipa,find,1
4814,Dua Lipa,listen,1
4815,Dua Lipa,bear,1
4816,Dua Lipa,yesterday,1
4817,Dua Lipa,remember,1
4818,Dua Lipa,great,1
4819,Dua Lipa,start,1
4820,Dua Lipa,hand,1
4821,Dua Lipa,stand,1
4822,Dua Lipa,far,1
4823,Dua Lipa,close,1
4824,Dua Lipa,pick,1
4825,Dua Lipa,track,1
4826,Dua Lipa,undefined,1
4827,Dua Lipa,spiral,1
4828,Dua Lipa,touch,1
4829,Dua Lipa,forget,1
4830,Dua Lipa,mess,1
4831,Dua Lipa,mano,1
4832,Dua Lipa,og,1
4833,Dua Lipa,parker,1
4834,Dua Lipa,mean,1
4835,Dua Lipa,cold,1
4836,Dua Lipa,season,1
4837,Dua Lipa,pipe,1
4838,XXXTENTACION,let,33
4839,XXXTENTACION,know,25
4840,XXXTENTACION,ill,18
4841,XXXTENTACION,go,16
4842,XXXTENTACION,sad,12
4843,XXXTENTACION,fall,12
4844,XXXTENTACION,grave,10
4845,XXXTENTACION,like,10
4846,XXXTENTACION,keep,10
4847,XXXTENTACION,rain,10
4848,XXXTENTACION,break,9
4849,XXXTENTACION,watch,9
4850,XXXTENTACION,think,8
4851,XXXTENTACION,feelin,8
4852,XXXTENTACION,feel,8
4853,XXXTENTACION,come,8
4854,XXXTENTACION,pain,7
4855,XXXTENTACION,fuckin,7
4856,XXXTENTACION,would,6
4857,XXXTENTACION,heart,6
4858,XXXTENTACION,u,6
4859,XXXTENTACION,afraid,6
4860,XXXTENTACION,decide,6
4861,XXXTENTACION,suicide,6
4862,XXXTENTACION,try,6
4863,XXXTENTACION,kill,5
4864,XXXTENTACION,rest,5
4865,XXXTENTACION,mind,5
4866,XXXTENTACION,die,5
4867,XXXTENTACION,bout,5
4868,XXXTENTACION,walk,4
4869,XXXTENTACION,well,4
4870,XXXTENTACION,cryin,4
4871,XXXTENTACION,night,4
4872,XXXTENTACION,swear,4
4873,XXXTENTACION,say,4
4874,XXXTENTACION,tire,4
4875,XXXTENTACION,hate,4
4876,XXXTENTACION,hold,4
4877,XXXTENTACION,love,4
4878,XXXTENTACION,sunlight,4
4879,XXXTENTACION,skin,4
4880,XXXTENTACION,shit,4
4881,XXXTENTACION,town,4
4882,XXXTENTACION,pretend,3
4883,XXXTENTACION,man,3
4884,XXXTENTACION,thing,3
4885,XXXTENTACION,find,3
4886,XXXTENTACION,good,3
4887,XXXTENTACION,girl,3
4888,XXXTENTACION,fuck,3
4889,XXXTENTACION,get,3
4890,XXXTENTACION,bed,3
4891,XXXTENTACION,dig,2
4892,XXXTENTACION,graf,2
4893,XXXTENTACION,dear,2
4894,XXXTENTACION,perfect,2
4895,XXXTENTACION,leavin,2
4896,XXXTENTACION,fear,2
4897,XXXTENTACION,world,2
4898,XXXTENTACION,hear,2
4899,XXXTENTACION,could,2
4900,XXXTENTACION,act,2
4901,XXXTENTACION,revenge,2
4902,XXXTENTACION,steal,2
4903,XXXTENTACION,bone,2
4904,XXXTENTACION,fast,2
4905,XXXTENTACION,rototot,2
4906,XXXTENTACION,freedom,2
4907,XXXTENTACION,way,2
4908,XXXTENTACION,make,2
4909,XXXTENTACION,life,2
4910,XXXTENTACION,single,2
4911,XXXTENTACION,day,2
4912,XXXTENTACION,please,2
4913,XXXTENTACION,vibe,2
4914,XXXTENTACION,god,2
4915,XXXTENTACION,cross,2
4916,XXXTENTACION,start,2
4917,XXXTENTACION,riot,2
4918,XXXTENTACION,great,2
4919,XXXTENTACION,stackin,2
4920,XXXTENTACION,cheese,2
4921,XXXTENTACION,lose,2
4922,XXXTENTACION,shoot,2
4923,XXXTENTACION,song,2
4924,XXXTENTACION,mean,2
4925,XXXTENTACION,pretty—,2
4926,XXXTENTACION,time,2
4927,XXXTENTACION,nigga,2
4928,XXXTENTACION,numb,2
4929,XXXTENTACION,leave,2
4930,XXXTENTACION,tear,2
4931,XXXTENTACION,nail,2
4932,XXXTENTACION,bro,2
4933,XXXTENTACION,forgive,1
4934,XXXTENTACION,mistake,1
4935,XXXTENTACION,past,1
4936,XXXTENTACION,first,1
4937,XXXTENTACION,step,1
4938,XXXTENTACION,right,1
4939,XXXTENTACION,agree,1
4940,XXXTENTACION,enjoyyou,1
4941,XXXTENTACION,peace,1
4942,XXXTENTACION,kid,1
4943,XXXTENTACION,parkland,1
4944,XXXTENTACION,dedicate,1
4945,XXXTENTACION,plate,1
4946,XXXTENTACION,outside,1
4947,XXXTENTACION,misery,1
4948,XXXTENTACION,envision,1
4949,XXXTENTACION,there,1
4950,XXXTENTACION,hope,1
4951,XXXTENTACION,plateyou,1
4952,XXXTENTACION,trap,1
4953,XXXTENTACION,stick,1
4954,XXXTENTACION,put,1
4955,XXXTENTACION,brain,1
4956,XXXTENTACION,trippin,1
4957,XXXTENTACION,change,1
4958,XXXTENTACION,suicidal,1
4959,XXXTENTACION,tame,1
4960,XXXTENTACION,picture,1
4961,XXXTENTACION,phone,1
4962,XXXTENTACION,call,1
4963,XXXTENTACION,summer,1
4964,XXXTENTACION,help,1
4965,XXXTENTACION,end,1
4966,XXXTENTACION,pessimistic,1
4967,XXXTENTACION,see,1
4968,XXXTENTACION,pot,1
4969,XXXTENTACION,piss,1
4970,XXXTENTACION,excite,1
4971,XXXTENTACION,diggin,1
4972,XXXTENTACION,havin,1
4973,XXXTENTACION,conversation,1
4974,XXXTENTACION,haste,1
4975,XXXTENTACION,give,1
4976,XXXTENTACION,take,1
4977,XXXTENTACION,lonely,1
4978,XXXTENTACION,contagious,1
4979,XXXTENTACION,fix,1
4980,XXXTENTACION,weep,1
4981,XXXTENTACION,torture,1
4982,XXXTENTACION,bein,1
4983,XXXTENTACION,yeahyou,1
